replicate	generation	window	K	H	S
0	420	64	79	-0	1
0	421	1	339	0.382362	305
0	421	2	265	0.915603	172
0	421	4	212	1.92687	91
0	421	8	184	3.44339	43
0	421	16	108	3.75	15
0	421	32	86	2	4
0	421	64	79	-0	1
0	422	1	358	0.39814	323
0	422	2	272	0.97449	191
0	422	4	215	1.94722	90
0	422	8	180	3.447	42
0	422	16	109	3.875	15
0	422	32	85	2	4
0	422	64	79	-0	1
0	423	1	351	0.385019	308
0	423	2	270	0.950899	189
0	423	4	214	1.93471	92
0	423	8	178	3.32605	43
0	423	16	109	3.625	15
0	423	32	86	2	4
0	423	64	79	-0	1
0	424	1	365	0.406739	333
0	424	2	265	0.962953	183
0	424	4	218	1.93531	87
0	424	8	191	3.56021	42
0	424	16	108	3.70282	15
0	424	32	85	2	4
0	424	64	79	-0	1
0	425	1	355	0.404172	330
0	425	2	270	1.00143	198
0	425	4	218	2.00553	95
0	425	8	184	3.52026	44
0	425	16	110	3.875	15
0	425	32	86	2	4
0	425	64	79	-0	1
0	426	1	341	0.367089	288
0	426	2	263	0.920676	181
0	426	4	214	1.90299	90
0	426	8	182	3.37425	44
0	426	16	106	3.625	15
0	426	32	85	2	4
0	426	64	79	-0	1
0	427	1	334	0.367089	288
0	427	2	257	0.910585	176
0	427	4	214	1.94956	95
0	427	8	179	3.44913	45
0	427	16	108	3.45282	15
0	427	32	85	2	4
0	427	64	79	-0	1
0	428	1	338	0.354226	274
0	428	2	257	0.897038	175
0	428	4	201	1.83205	89
0	428	8	179	3.37011	44
0	428	16	110	3.75	15
0	428	32	86	2	4
0	428	64	79	-0	1
0	429	1	319	0.346756	266
0	429	2	254	0.863333	163
0	429	4	213	1.82637	86
0	429	8	183	3.37298	43
0	429	16	107	4	15
0	429	32	94	0.811278	4
0	429	64	79	-0	1
0	430	1	322	0.353297	273
0	430	2	254	0.848007	154
0	430	4	208	1.66637	75
0	430	8	180	3.24975	41
0	430	16	105	3.625	15
0	430	32	86	2	4
0	430	64	79	-0	1
0	431	1	327	0.343931	263
0	431	2	251	0.859124	162
0	431	4	202	1.73358	81
0	431	8	176	3.20444	42
0	431	16	105	3.57782	15
0	431	32	85	2	4
0	431	64	79	-0	1
0	432	1	325	0.357928	278
0	432	2	258	0.89789	168
0	432	4	208	1.78697	82
0	432	8	184	3.41472	43
0	432	16	108	3.625	15
0	432	32	86	2	4
0	432	64	79	-0	1
0	433	1	333	0.339195	258
0	433	2	253	0.847878	159
0	433	4	198	1.73007	82
0	433	8	178	3.22448	42
0	433	16	105	3.75	15
0	433	32	86	2	4
0	433	64	78	-0	1
0	434	1	334	0.365267	286
0	434	2	259	0.893573	163
0	434	4	209	1.78631	79
0	434	8	170	3.14216	42
0	434	16	108	3.57782	15
0	434	32	88	2	4
0	434	64	79	-0	1
0	435	1	320	0.33154	250
0	435	2	251	0.836014	156
0	435	4	207	1.70416	77
0	435	8	177	3.22825	42
0	435	16	109	3.75	15
0	435	32	86	2	4
0	435	64	78	-0	1
0	436	1	312	0.333463	252
0	436	2	251	0.839848	155
0	436	4	213	1.69113	75
0	436	8	182	3.33019	43
0	436	16	106	3.75	15
0	436	32	86	2	4
0	436	64	77	-0	1
0	437	1	320	0.342041	261
0	437	2	248	0.840758	157
0	437	4	207	1.67094	73
0	437	8	177	3.25573	42
0	437	16	107	3.625	14
0	437	32	86	2	4
0	437	64	79	-0	1
0	438	1	321	0.353297	273
0	438	2	247	0.867167	162
0	438	4	209	1.72821	76
0	438	8	183	3.22973	40
0	438	16	109	3.75	14
0	438	32	86	2	4
0	438	64	79	-0	1
0	439	1	330	0.357928	278
0	439	2	254	0.867393	156
0	439	4	216	1.76759	78
0	439	8	182	3.37725	42
0	439	16	108	3.375	14
0	439	32	86	2	4
0	439	64	79	-0	1
0	440	1	320	0.33729	256
0	440	2	257	0.853568	160
0	440	4	209	1.7687	82
0	440	8	179	3.21753	40
0	440	16	106	3.625	14
0	440	32	87	2	4
0	440	64	77	-0	1
0	441	1	312	0.325737	244
0	441	2	248	0.798827	144
0	441	4	198	1.65733	75
0	441	8	175	3.14376	39
0	441	16	105	3.375	14
0	441	32	86	2	4
0	441	64	78	-0	1
0	442	1	314	0.33154	250
0	442	2	248	0.817101	149
0	442	4	204	1.64178	72
0	442	8	174	3.0951	40
0	442	16	106	3.625	14
0	442	32	86	2	4
0	442	64	78	-0	1
0	443	1	306	0.335379	254
0	443	2	245	0.834274	155
0	443	4	206	1.65836	72
0	443	8	179	3.15192	39
0	443	16	107	3.75	14
0	443	32	87	2	4
0	443	64	77	-0	1
0	444	1	311	0.332502	251
0	444	2	251	0.824344	150
0	444	4	204	1.68123	76
0	444	8	174	3.08241	39
0	444	16	107	3.625	14
0	444	32	86	2	4
0	444	64	78	-0	1
0	445	1	316	0.357005	277
0	445	2	251	0.873675	163
0	445	4	206	1.74986	77
0	445	8	175	3.18885	40
0	445	16	106	3.625	14
0	445	32	86	2	4
0	445	64	79	-0	1
0	446	1	316	0.339195	258
0	446	2	251	0.852505	164
0	446	4	201	1.67876	77
0	446	8	179	3.14078	39
0	446	16	106	3.5	14
0	446	32	87	2	4
0	446	64	78	-0	1
0	447	1	322	0.365267	286
0	447	2	257	0.894655	167
0	447	4	207	1.74847	78
0	447	8	179	3.25745	40
0	447	16	107	3.75	14
0	447	32	87	2	4
0	447	64	79	-0	1
0	448	1	327	0.357928	278
0	448	2	252	0.893192	170
0	448	4	202	1.71317	78
0	448	8	176	3.18952	39
0	448	16	106	3.625	14
0	448	32	85	2	4
0	448	64	79	-0	1
0	449	1	327	0.372522	294
0	449	2	255	0.909118	171
0	449	4	212	1.77101	78
0	449	8	180	3.31385	40
0	449	16	108	3.875	14
0	449	32	85	2	4
0	449	64	79	-0	1
0	450	1	339	0.376118	298
0	450	2	263	0.920821	171
0	450	4	215	1.85374	83
0	450	8	188	3.38401	40
0	450	16	108	3.75	14
0	450	32	86	2	4
0	450	64	79	-0	1
0	451	1	327	0.346756	266
0	451	2	255	0.869132	166
0	451	4	198	1.71002	79
0	451	8	175	3.18316	40
0	451	16	106	3.625	14
0	451	32	86	2	4
0	451	64	79	-0	1
0	452	1	316	0.344874	264
0	452	2	253	0.856937	158
0	452	4	202	1.68926	76
0	452	8	177	3.21155	39
0	452	16	107	3.75	14
0	452	32	86	2	4
0	452	64	79	-0	1
0	453	1	316	0.362525	283
0	453	2	248	0.872964	159
0	453	4	204	1.74651	78
0	453	8	180	3.26835	39
0	453	16	107	3.75	14
0	453	32	86	2	4
0	453	64	79	-0	1
0	454	1	323	0.357005	277
0	454	2	251	0.885151	165
0	454	4	205	1.78277	81
0	454	8	180	3.22687	39
0	454	16	106	3.75	14
0	454	32	84	2	4
0	454	64	79	-0	1
0	455	1	323	0.360691	281
0	455	2	255	0.887517	165
0	455	4	200	1.70709	76
0	455	8	176	3.12301	38
0	455	16	107	3.75	14
0	455	32	86	2	4
0	455	64	79	-0	1
0	456	1	325	0.353297	273
0	456	2	250	0.884444	168
0	456	4	207	1.74509	79
0	456	8	182	3.2432	39
0	456	16	107	3.75	14
0	456	32	86	2	4
0	456	64	79	-0	1
0	457	1	318	0.364355	285
0	457	2	253	0.895408	165
0	457	4	211	1.79754	80
0	457	8	176	3.18316	40
0	457	16	108	3.875	14
0	457	32	86	2	4
0	457	64	79	-0	1
0	458	1	311	0.32379	242
0	458	2	254	0.824933	154
0	458	4	202	1.72691	82
0	458	8	172	3.11456	40
0	458	16	106	3.625	14
0	458	32	87	2	4
0	458	64	78	-0	1
0	459	1	304	0.30498	223
0	459	2	248	0.768944	139
0	459	4	195	1.59203	72
0	459	8	172	3.08475	38
0	459	16	106	3.57782	14
0	459	32	86	2	4
0	459	64	78	-0	1
0	460	1	301	0.30498	223
0	460	2	240	0.757452	134
0	460	4	196	1.58997	72
0	460	8	168	3.00975	37
0	460	16	104	3.75	14
0	460	32	87	2	4
0	460	64	78	-0	1
0	461	1	296	0.307989	226
0	461	2	243	0.770869	137
0	461	4	196	1.58931	71
0	461	8	166	2.97085	37
0	461	16	105	3.625	14
0	461	32	87	2	4
0	461	64	78	-0	1
0	462	1	299	0.306988	225
0	462	2	241	0.765046	137
0	462	4	200	1.62383	74
0	462	8	174	3.03015	39
0	462	16	106	3.32782	14
0	462	32	87	2	4
0	462	64	78	-0	1
0	463	1	305	0.32379	242
0	463	2	243	0.786848	142
0	463	4	199	1.6573	75
0	463	8	173	3.14777	40
0	463	16	106	3.625	14
0	463	32	87	2	4
0	463	64	78	-0	1
0	464	1	313	0.329612	248
0	464	2	246	0.807851	147
0	464	4	198	1.64487	74
0	464	8	174	3.10507	37
0	464	16	107	3.625	14
0	464	32	86	1.5	4
0	464	64	78	-0	1
0	465	1	313	0.32379	242
0	465	2	245	0.809085	148
0	465	4	196	1.629	72
0	465	8	174	3.12366	38
0	465	16	105	3.875	14
0	465	32	87	2	4
0	465	64	78	-0	1
0	466	1	311	0.325737	244
0	466	2	242	0.801731	147
0	466	4	203	1.63823	72
0	466	8	175	3.09015	37
0	466	16	107	3.5	14
0	466	32	87	2	4
0	466	64	78	-0	1
0	467	1	308	0.317913	236
0	467	2	243	0.794674	149
0	467	4	197	1.60704	72
0	467	8	167	3.04171	38
0	467	16	105	3.625	14
0	467	32	86	2	4
0	467	64	78	-0	1
0	468	1	315	0.333463	252
0	468	2	249	0.823746	148
0	468	4	209	1.69654	75
0	468	8	173	3.11187	38
0	468	16	109	3.875	14
0	468	32	86	2	4
0	468	64	77	-0	1
0	469	1	317	0.335379	254
0	469	2	254	0.838075	156
0	469	4	198	1.66456	76
0	469	8	171	3.0406	37
0	469	16	106	3.875	14
0	469	32	87	2	4
0	469	64	77	-0	1
0	470	1	326	0.346756	266
0	470	2	248	0.865488	163
0	470	4	201	1.72995	79
0	470	8	179	3.12929	36
0	470	16	109	3.625	14
0	470	32	86	2	4
0	470	64	79	-0	1
0	471	1	325	0.345816	265
0	471	2	250	0.86134	162
0	471	4	206	1.73225	78
0	471	8	179	3.1835	37
0	471	16	107	3.75	14
0	471	32	86	2	4
0	471	64	79	-0	1
0	472	1	324	0.357005	277
0	472	2	252	0.881887	162
0	472	4	207	1.77793	79
0	472	8	172	3.10154	37
0	472	16	109	3.5	14
0	472	32	87	2	4
0	472	64	79	-0	1
0	473	1	323	0.352367	272
0	473	2	254	0.884571	167
0	473	4	209	1.80522	82
0	473	8	177	3.15647	38
0	473	16	108	3.75	14
0	473	32	87	2	4
0	473	64	79	-0	1
0	474	1	319	0.341094	260
0	474	2	252	0.855519	158
0	474	4	206	1.7643	80
0	474	8	160	2.86535	38
0	474	16	109	3.75	14
0	474	32	86	2	4
0	474	64	79	-0	1
0	475	1	312	0.340145	259
0	475	2	253	0.846831	160
0	475	4	205	1.77496	81
0	475	8	177	3.13999	38
0	475	16	108	3.625	14
0	475	32	86	2	4
0	475	64	79	-0	1
0	476	1	320	0.352367	272
0	476	2	250	0.883403	167
0	476	4	210	1.81956	83
0	476	8	179	3.07382	37
0	476	16	110	3.75	14
0	476	32	87	2	4
0	476	64	79	-0	1
0	477	1	316	0.324764	243
0	477	2	244	0.820554	157
0	477	4	196	1.71451	83
0	477	8	173	3.04302	38
0	477	16	107	3.625	14
0	477	32	85	1.5	4
0	477	64	78	-0	1
0	478	1	312	0.332502	251
0	478	2	243	0.825046	150
0	478	4	205	1.72828	78
0	478	8	169	2.92945	38
0	478	16	110	3.625	14
0	478	32	88	2	4
0	478	64	78	-0	1
0	479	1	307	0.335379	254
0	479	2	245	0.833683	158
0	479	4	206	1.74685	79
0	479	8	178	3.17047	39
0	479	16	109	3.75	14
0	479	32	87	2	4
0	479	64	77	-0	1
0	480	1	321	0.348632	268
0	480	2	247	0.859551	156
0	480	4	214	1.78394	80
0	480	8	176	3.12958	40
0	480	16	106	3.625	14
0	480	32	85	2	4
0	480	64	79	-0	1
0	481	1	315	0.339195	258
0	481	2	251	0.853701	159
0	481	4	206	1.73962	79
0	481	8	178	3.19562	39
0	481	16	104	3.625	14
0	481	32	87	2	4
0	481	64	78	-0	1
0	482	1	313	0.336336	255
0	482	2	255	0.846868	155
0	482	4	207	1.70787	77
0	482	8	176	3.18656	38
0	482	16	107	3.875	15
0	482	32	86	2	4
0	482	64	77	-0	1
0	483	1	308	0.329612	248
0	483	2	239	0.817457	150
0	483	4	207	1.69087	75
0	483	8	176	2.9986	36
0	483	16	106	4	15
0	483	32	88	2	4
0	483	64	78	-0	1
0	484	1	305	0.319878	238
0	484	2	236	0.80119	144
0	484	4	196	1.60611	70
0	484	8	176	2.9385	34
0	484	16	108	3.75	15
0	484	32	86	2	4
0	484	64	78	-0	1
0	485	1	298	0.32379	242
0	485	2	239	0.808634	146
0	485	4	207	1.63462	70
0	485	8	177	2.95755	34
0	485	16	108	4	15
0	485	32	88	2	4
0	485	64	78	-0	1
0	486	1	297	0.309987	228
0	486	2	234	0.78942	146
0	486	4	199	1.57946	69
0	486	8	170	2.88043	35
0	486	16	106	3.75	15
0	486	32	85	2	4
0	486	64	78	-0	1
0	487	1	305	0.311978	230
0	487	2	243	0.780514	138
0	487	4	201	1.61223	70
0	487	8	175	2.95599	34
0	487	16	106	3.45282	15
0	487	32	86	2	4
0	487	64	78	-0	1
0	488	1	293	0.302966	221
0	488	2	240	0.765972	138
0	488	4	199	1.62429	72
0	488	8	175	2.86577	34
0	488	16	105	3.75	15
0	488	32	86	2	4
0	488	64	78	-0	1
0	489	1	291	0.288674	207
0	489	2	235	0.73921	135
0	489	4	203	1.56669	71
0	489	8	168	2.77188	33
0	489	16	104	3.5	15
0	489	32	87	2	4
0	489	64	78	-0	1
0	490	1	291	0.310983	229
0	490	2	234	0.758018	130
0	490	4	205	1.59122	69
0	490	8	178	2.85384	33
0	490	16	108	3.75	15
0	490	32	87	2	4
0	490	64	78	-0	1
0	491	1	288	0.285567	204
0	491	2	237	0.733554	133
0	491	4	193	1.52717	70
0	491	8	175	2.80923	33
0	491	16	104	3.75	15
0	491	32	87	2	4
0	491	64	78	-0	1
0	492	1	288	0.318896	237
0	492	2	237	0.768946	132
0	492	4	207	1.60128	68
0	492	8	176	2.90725	34
0	492	16	106	3.57782	15
0	492	32	87	2	4
0	492	64	78	-0	1
0	493	1	295	0.303974	222
0	493	2	240	0.767082	140
0	493	4	201	1.57492	69
0	493	8	172	2.83438	33
0	493	16	106	3.75	15
0	493	32	87	2	4
0	493	64	78	-0	1
0	494	1	294	0.314952	233
0	494	2	240	0.772475	135
0	494	4	204	1.62364	70
0	494	8	172	2.80923	33
0	494	16	107	3.75	14
0	494	32	87	2	4
0	494	64	78	-0	1
0	495	1	274	0.295863	214
0	495	2	230	0.748796	137
0	495	4	194	1.53416	69
0	495	8	174	2.75962	32
0	495	16	108	3.375	14
0	495	32	86	2	4
0	495	64	78	-0	1
0	496	1	290	0.30498	223
0	496	2	229	0.763695	138
0	496	4	196	1.56165	70
0	496	8	176	2.91905	34
0	496	16	104	3.57782	14
0	496	32	86	2	4
0	496	64	78	-0	1
0	497	1	291	0.320858	239
0	497	2	240	0.787566	141
0	497	4	203	1.61943	70
0	497	8	177	2.92217	34
0	497	16	104	3.28064	14
0	497	32	86	2	4
0	497	64	78	-0	1
0	498	1	289	0.322814	241
0	498	2	230	0.807461	147
0	498	4	203	1.59284	68
0	498	8	177	2.94006	34
0	498	16	108	3.5	14
0	498	32	87	2	4
0	498	64	78	-0	1
0	499	1	294	0.317913	236
0	499	2	235	0.790482	146
0	499	4	198	1.56077	69
0	499	8	170	2.876	34
0	499	16	108	3.57782	14
0	499	32	87	2	4
0	499	64	78	-0	1
0	500	1	299	0.33154	250
0	500	2	231	0.803473	145
0	500	4	193	1.55754	67
0	500	8	176	2.95473	35
0	500	16	104	3.625	14
0	500	32	87	2	4
0	500	64	78	-0	1
