replicate	generation	window	K	H	S
0	139	64	79	-0	1
0	140	1	338	0.359771	280
0	140	2	256	0.893742	171
0	140	4	210	1.83582	85
0	140	8	186	3.18766	36
0	140	16	108	3.5	12
0	140	32	86	2	4
0	140	64	79	-0	1
0	141	1	316	0.357005	277
0	141	2	261	0.885757	165
0	141	4	205	1.82203	85
0	141	8	174	2.99741	35
0	141	16	107	3.375	12
0	141	32	85	2	4
0	141	64	79	-0	1
0	142	1	327	0.350502	270
0	142	2	249	0.853092	163
0	142	4	205	1.74741	81
0	142	8	185	3.03978	33
0	142	16	106	3.375	12
0	142	32	86	2	4
0	142	64	79	-0	1
0	143	1	344	0.368905	290
0	143	2	255	0.896285	169
0	143	4	200	1.80134	84
0	143	8	185	3.04547	33
0	143	16	109	3.5	12
0	143	32	86	2	4
0	143	64	79	-0	1
0	144	1	348	0.387665	311
0	144	2	261	0.948318	181
0	144	4	213	1.88842	86
0	144	8	193	3.19576	34
0	144	16	109	3.57782	13
0	144	32	85	2	4
0	144	64	79	-0	1
0	145	1	341	0.397274	322
0	145	2	262	0.975346	191
0	145	4	209	1.89474	86
0	145	8	187	3.19515	35
0	145	16	109	3.70282	13
0	145	32	85	2	4
0	145	64	79	-0	1
0	146	1	353	0.420259	349
0	146	2	259	1.01235	195
0	146	4	214	1.92144	85
0	146	8	186	3.25585	36
0	146	16	111	3.70282	13
0	146	32	84	2	4
0	146	64	79	-0	1
0	147	1	343	0.401594	327
0	147	2	264	0.995414	198
0	147	4	212	1.8971	86
0	147	8	174	3.1621	36
0	147	16	109	3.5	12
0	147	32	85	2	4
0	147	64	79	-0	1
0	148	1	355	0.424426	354
0	148	2	267	1.02568	204
0	148	4	219	1.99919	90
0	148	8	189	3.42616	39
0	148	16	107	3.57782	13
0	148	32	85	2	4
0	148	64	79	-0	1
0	149	1	355	0.419423	348
0	149	2	264	1.01303	200
0	149	4	223	1.97772	88
0	149	8	192	3.40491	38
0	149	16	110	3.5	12
0	149	32	85	2	4
0	149	64	79	-0	1
0	150	1	365	0.420259	349
0	150	2	269	1.0409	208
0	150	4	222	2.0433	94
0	150	8	194	3.43006	38
0	150	16	109	3.375	12
0	150	32	85	2	4
0	150	64	79	-0	1
0	151	1	353	0.427739	358
0	151	2	271	1.01945	200
0	151	4	221	2.0433	95
0	151	8	182	3.28715	39
0	151	16	109	3.5	12
0	151	32	84	2	4
0	151	64	79	-0	1
0	152	1	369	0.435132	367
0	152	2	274	1.05789	212
0	152	4	225	2.14711	103
0	152	8	183	3.44388	42
0	152	16	108	3.57782	13
0	152	32	85	2	4
0	152	64	79	-0	1
0	153	1	363	0.425256	355
0	153	2	273	1.04358	204
0	153	4	221	2.15136	105
0	153	8	182	3.42857	41
0	153	16	109	3.40564	13
0	153	32	85	2	4
0	153	64	79	-0	1
0	154	1	358	0.411843	339
0	154	2	272	1.01217	198
0	154	4	215	2.11186	102
0	154	8	180	3.33811	39
0	154	16	111	3.45282	13
0	154	32	85	1.5	4
0	154	64	79	-0	1
0	155	1	356	0.411843	339
0	155	2	272	1.01629	199
0	155	4	215	2.04504	99
0	155	8	177	3.23316	41
0	155	16	109	3.45282	13
0	155	32	86	2	4
0	155	64	79	-0	1
0	156	1	360	0.419423	348
0	156	2	269	1.00698	196
0	156	4	213	2.05394	100
0	156	8	175	3.35116	41
0	156	16	109	3.45282	13
0	156	32	85	1.5	4
0	156	64	79	-0	1
0	157	1	367	0.440013	373
0	157	2	280	1.07186	210
0	157	4	224	2.11904	100
0	157	8	191	3.45065	40
0	157	16	110	3.57782	13
0	157	32	86	2	4
0	157	64	78	-0	1
0	158	1	363	0.424426	354
0	158	2	276	1.03313	203
0	158	4	220	2.07162	99
0	158	8	186	3.41174	40
0	158	16	109	3.70282	13
0	158	32	86	2	4
0	158	64	79	-0	1
0	159	1	363	0.417746	346
0	159	2	279	1.02131	199
0	159	4	213	2.06636	100
0	159	8	178	3.35841	41
0	159	16	110	3.45282	13
0	159	32	84	2	4
0	159	64	79	-0	1
0	160	1	365	0.432677	364
0	160	2	275	1.05907	210
0	160	4	221	2.0968	99
0	160	8	190	3.48951	41
0	160	16	109	3.70282	13
0	160	32	86	2	4
0	160	64	79	-0	1
0	161	1	368	0.439202	372
0	161	2	278	1.05043	209
0	161	4	224	2.1426	104
0	161	8	194	3.58326	41
0	161	16	108	3.70282	13
0	161	32	85	2	4
0	161	64	78	-0	1
0	162	1	364	0.424426	354
0	162	2	278	1.04451	211
0	162	4	221	2.15806	109
0	162	8	187	3.41522	41
0	162	16	110	3.70282	13
0	162	32	86	2	4
0	162	64	79	-0	1
0	163	1	362	0.411843	339
0	163	2	274	1.02057	199
0	163	4	223	2.08032	99
0	163	8	184	3.40916	40
0	163	16	108	3.70282	13
0	163	32	86	2	4
0	163	64	79	-0	1
0	164	1	349	0.408445	335
0	164	2	275	1.00688	198
0	164	4	220	2.04127	96
0	164	8	190	3.39468	38
0	164	16	109	3.45282	13
0	164	32	85	2	4
0	164	64	79	-0	1
0	165	1	346	0.392924	317
0	165	2	267	0.95819	190
0	165	4	212	1.97663	97
0	165	8	178	3.18395	38
0	165	16	109	3.45282	13
0	165	32	86	2	4
0	165	64	79	-0	1
0	166	1	352	0.403314	329
0	166	2	264	0.974989	192
0	166	4	210	1.99172	96
0	166	8	178	3.25436	38
0	166	16	109	3.57782	13
0	166	32	85	2	4
0	166	64	79	-0	1
0	167	1	359	0.416065	344
0	167	2	270	1.00114	194
0	167	4	214	2.01549	96
0	167	8	190	3.3085	37
0	167	16	109	3.70282	13
0	167	32	84	1.5	4
0	167	64	79	-0	1
0	168	1	358	0.417746	346
0	168	2	276	1.04019	207
0	168	4	213	2.05986	99
0	168	8	190	3.4124	39
0	168	16	108	3.32782	13
0	168	32	86	2	4
0	168	64	79	-0	1
0	169	1	363	0.402454	328
0	169	2	270	1.00137	197
0	169	4	216	2.01122	95
0	169	8	189	3.2307	36
0	169	16	108	3.70282	13
0	169	32	84	2	4
0	169	64	79	-0	1
0	170	1	350	0.405885	332
0	170	2	271	0.999963	200
0	170	4	222	2.0201	96
0	170	8	190	3.25429	36
0	170	16	108	3.57782	13
0	170	32	87	2	4
0	170	64	79	-0	1
0	171	1	356	0.415223	343
0	171	2	271	1.01108	204
0	171	4	214	2.02325	96
0	171	8	183	3.21475	37
0	171	16	109	3.57782	13
0	171	32	85	2	4
0	171	64	79	-0	1
0	172	1	365	0.437577	370
0	172	2	278	1.04759	206
0	172	4	229	2.09215	96
0	172	8	192	3.35724	37
0	172	16	109	3.32782	13
0	172	32	86	2	4
0	172	64	78	-0	1
0	173	1	364	0.41269	340
0	173	2	278	1.02542	205
0	173	4	224	2.04306	96
0	173	8	190	3.4701	40
0	173	16	107	3.32782	13
0	173	32	86	2	4
0	173	64	79	-0	1
0	174	1	360	0.404172	330
0	174	2	278	1.01439	203
0	174	4	213	1.98451	94
0	174	8	186	3.37546	39
0	174	16	110	3.70282	13
0	174	32	86	2	4
0	174	64	79	-0	1
0	175	1	353	0.405885	332
0	175	2	270	0.998601	197
0	175	4	220	2.04105	97
0	175	8	184	3.38966	41
0	175	16	107	3.45282	13
0	175	32	85	2	4
0	175	64	79	-0	1
0	176	1	350	0.388545	312
0	176	2	271	0.980679	193
0	176	4	217	2.02692	100
0	176	8	183	3.38241	41
0	176	16	109	3.70282	13
0	176	32	85	2	4
0	176	64	79	-0	1
0	177	1	337	0.378801	301
0	177	2	266	0.928191	178
0	177	4	210	1.92783	92
0	177	8	182	3.30116	39
0	177	16	108	3.70282	13
0	177	32	86	2	4
0	177	64	79	-0	1
0	178	1	347	0.401594	327
0	178	2	263	0.995157	193
0	178	4	213	2.0036	93
0	178	8	180	3.36612	40
0	178	16	109	3.70282	13
0	178	32	86	1.5	4
0	178	64	79	-0	1
0	179	1	334	0.374322	296
0	179	2	264	0.927932	184
0	179	4	212	1.9513	94
0	179	8	180	3.32147	41
0	179	16	109	3.45282	13
0	179	32	85	2	4
0	179	64	79	-0	1
0	180	1	334	0.391176	315
0	180	2	268	0.955991	183
0	180	4	212	1.93792	90
0	180	8	190	3.38881	39
0	180	16	108	3.45282	13
0	180	32	85	2	4
0	180	64	79	-0	1
0	181	1	329	0.368905	290
0	181	2	263	0.921914	184
0	181	4	205	1.87228	89
0	181	8	183	3.31452	39
0	181	16	103	3.57782	13
0	181	32	85	2	4
0	181	64	79	-0	1
0	182	1	338	0.385902	309
0	182	2	263	0.966291	188
0	182	4	209	1.92616	90
0	182	8	184	3.32475	39
0	182	16	109	3.57782	13
0	182	32	84	2	4
0	182	64	79	-0	1
0	183	1	334	0.377908	300
0	183	2	270	0.940729	191
0	183	4	202	1.86031	91
0	183	8	177	3.2826	40
0	183	16	108	3.57782	13
0	183	32	86	2	4
0	183	64	79	-0	1
0	184	1	336	0.404172	330
0	184	2	266	0.983309	188
0	184	4	215	1.97489	91
0	184	8	188	3.40916	40
0	184	16	110	3.45282	13
0	184	32	87	2	4
0	184	64	79	-0	1
0	185	1	326	0.345816	265
0	185	2	257	0.872161	168
0	185	4	206	1.74689	82
0	185	8	175	3.1248	39
0	185	16	107	3.70282	13
0	185	32	85	2	4
0	185	64	79	-0	1
0	186	1	311	0.343931	263
0	186	2	249	0.854385	159
0	186	4	208	1.72815	79
0	186	8	175	3.0271	35
0	186	16	108	3.45282	13
0	186	32	86	2	4
0	186	64	79	-0	1
0	187	1	322	0.348632	268
0	187	2	252	0.863093	167
0	187	4	202	1.73146	83
0	187	8	176	3.08909	37
0	187	16	107	3.40564	13
0	187	32	87	2	4
0	187	64	79	-0	1
0	188	1	327	0.350502	270
0	188	2	248	0.866885	166
0	188	4	208	1.74652	78
0	188	8	178	3.11906	36
0	188	16	109	3.70282	13
0	188	32	86	2	4
0	188	64	79	-0	1
0	189	1	320	0.361609	282
0	189	2	250	0.890173	171
0	189	4	209	1.78439	81
0	189	8	183	3.24296	38
0	189	16	107	3.28064	13
0	189	32	86	2	4
0	189	64	79	-0	1
0	190	1	332	0.383249	306
0	190	2	253	0.935961	181
0	190	4	214	1.8776	84
0	190	8	176	3.15491	38
0	190	16	107	3.10846	13
0	190	32	87	2	4
0	190	64	79	-0	1
0	191	1	320	0.355154	275
0	191	2	255	0.900261	180
0	191	4	205	1.8507	88
0	191	8	173	3.14491	39
0	191	16	110	3.28064	13
0	191	32	86	2	4
0	191	64	79	-0	1
0	192	1	313	0.353297	273
0	192	2	251	0.877898	166
0	192	4	207	1.7769	81
0	192	8	173	2.98809	37
0	192	16	106	3.32782	13
0	192	32	87	2	4
0	192	64	79	-0	1
0	193	1	313	0.321837	240
0	193	2	248	0.814753	156
0	193	4	200	1.6967	81
0	193	8	176	3.13288	38
0	193	16	107	3.32782	13
0	193	32	84	1.5	4
0	193	64	78	-0	1
0	194	1	302	0.322814	241
0	194	2	237	0.806844	151
0	194	4	196	1.60879	73
0	194	8	168	2.9807	36
0	194	16	109	3.28064	13
0	194	32	86	2	4
0	194	64	78	-0	1
0	195	1	311	0.333463	252
0	195	2	246	0.820437	149
0	195	4	203	1.67629	74
0	195	8	174	2.93905	35
0	195	16	106	3.57782	13
0	195	32	86	2	4
0	195	64	77	-0	1
0	196	1	308	0.320858	239
0	196	2	245	0.785733	147
0	196	4	203	1.65562	74
0	196	8	175	2.9703	35
0	196	16	107	3.32782	13
0	196	32	85	2	4
0	196	64	78	-0	1
0	197	1	306	0.340145	259
0	197	2	248	0.842188	156
0	197	4	206	1.73754	77
0	197	8	181	3.03943	36
0	197	16	106	3.15564	13
0	197	32	86	2	4
0	197	64	79	-0	1
0	198	1	320	0.336336	255
0	198	2	248	0.856624	167
0	198	4	204	1.74627	80
0	198	8	177	3.01195	36
0	198	16	107	3.45282	13
0	198	32	85	2	4
0	198	64	77	-0	1
0	199	1	312	0.347695	267
0	199	2	257	0.858514	162
0	199	4	202	1.76436	81
0	199	8	178	3.05784	37
0	199	16	108	3.32782	13
0	199	32	85	2	4
0	199	64	79	-0	1
0	200	1	323	0.349568	269
0	200	2	250	0.866362	163
0	200	4	207	1.7696	81
0	200	8	173	3.06303	37
0	200	16	106	3.45282	13
0	200	32	86	2	4
0	200	64	79	-0	1
0	201	1	310	0.339195	258
0	201	2	247	0.835691	157
0	201	4	207	1.74367	80
0	201	8	179	3.02944	36
0	201	16	105	3.32782	13
0	201	32	86	1.5	4
0	201	64	78	-0	1
0	202	1	312	0.335379	254
0	202	2	243	0.828506	154
0	202	4	200	1.69571	76
0	202	8	179	3.03554	36
0	202	16	107	3.40564	13
0	202	32	86	2	4
0	202	64	77	-0	1
0	203	1	303	0.321837	240
0	203	2	244	0.796715	150
0	203	4	202	1.68234	78
0	203	8	176	3.03601	38
0	203	16	107	3.45282	13
0	203	32	86	2	4
0	203	64	78	-0	1
0	204	1	301	0.322814	241
0	204	2	243	0.808908	148
0	204	4	199	1.65079	74
0	204	8	178	3.1656	37
0	204	16	105	3.15564	13
0	204	32	86	2	4
0	204	64	78	-0	1
0	205	1	298	0.308989	227
0	205	2	244	0.781888	145
0	205	4	196	1.65728	78
0	205	8	170	2.91288	37
0	205	16	105	3.07782	13
0	205	32	85	2	4
0	205	64	78	-0	1
0	206	1	295	0.321837	240
0	206	2	242	0.792721	143
0	206	4	208	1.6556	73
0	206	8	179	3.055	36
0	206	16	107	3.45282	13
0	206	32	86	2	4
0	206	64	78	-0	1
0	207	1	298	0.302966	221
0	207	2	237	0.758451	135
0	207	4	198	1.61496	74
0	207	8	172	3.01242	38
0	207	16	108	3.45282	13
0	207	32	86	2	4
0	207	64	78	-0	1
0	208	1	299	0.309987	228
0	208	2	237	0.76182	137
0	208	4	202	1.63723	73
0	208	8	179	3.16711	38
0	208	16	109	3.28064	13
0	208	32	86	2	4
0	208	64	78	-0	1
0	209	1	306	0.316927	235
0	209	2	245	0.789323	144
0	209	4	207	1.65532	74
0	209	8	170	3.00788	38
0	209	16	107	3.45282	13
0	209	32	85	1.5	4
0	209	64	78	-0	1
0	210	1	304	0.310983	229
0	210	2	241	0.774405	139
0	210	4	205	1.61974	72
0	210	8	174	2.96413	37
0	210	16	107	3.28064	13
0	210	32	86	2	4
0	210	64	78	-0	1
0	211	1	291	0.292792	211
0	211	2	238	0.726016	129
0	211	4	192	1.56652	72
0	211	8	171	2.91949	37
0	211	16	106	3.32782	13
0	211	32	86	2	4
0	211	64	78	-0	1
0	212	1	287	0.293818	212
0	212	2	243	0.740239	133
0	212	4	203	1.56964	70
0	212	8	165	2.69359	34
0	212	16	107	3.45282	13
0	212	32	86	2	4
0	212	64	78	-0	1
0	213	1	294	0.30498	223
0	213	2	239	0.761516	139
0	213	4	197	1.55607	69
0	213	8	168	2.80458	35
0	213	16	106	3.32782	13
0	213	32	86	2	4
0	213	64	78	-0	1
0	214	1	301	0.312971	231
0	214	2	241	0.783325	148
0	214	4	196	1.61177	73
0	214	8	171	2.86929	35
0	214	16	105	3.45282	13
0	214	32	86	2	4
0	214	64	78	-0	1
0	215	1	306	0.327677	246
0	215	2	245	0.822272	152
0	215	4	201	1.67627	76
0	215	8	173	2.95711	36
0	215	16	107	3.45282	13
0	215	32	86	2	4
0	215	64	78	-0	1
0	216	1	305	0.319878	238
0	216	2	239	0.780794	141
0	216	4	192	1.67469	77
0	216	8	178	2.91037	34
0	216	16	105	3.57782	13
0	216	32	86	2	4
0	216	64	78	-0	1
0	217	1	308	0.315941	234
0	217	2	243	0.783835	142
0	217	4	199	1.67829	77
0	217	8	172	2.85906	35
0	217	16	108	3.15564	13
0	217	32	86	2	4
0	217	64	78	-0	1
0	218	1	306	0.324764	243
0	218	2	240	0.811924	149
0	218	4	200	1.642	73
0	218	8	173	2.76462	33
0	218	16	105	3.70282	13
0	218	32	86	2	4
0	218	64	78	-0	1
0	219	1	308	0.338243	257
0	219	2	246	0.840828	157
0	219	4	205	1.67243	74
0	219	8	176	2.98874	37
0	219	16	107	3.28064	13
0	219	32	86	2	4
0	219	64	78	-0	1
0	220	1	305	0.334422	253
0	220	2	241	0.825251	154
0	220	4	206	1.68651	75
0	220	8	179	3.13435	37
0	220	16	104	3.57782	13
0	220	32	86	2	4
0	220	64	77	-0	1
0	221	1	310	0.332502	251
0	221	2	241	0.822947	152
0	221	4	207	1.71047	76
0	221	8	172	3.09176	38
0	221	16	107	3.45282	13
0	221	32	86	2	4
0	221	64	78	-0	1
0	222	1	306	0.338243	257
0	222	2	243	0.831774	152
0	222	4	205	1.7122	75
0	222	8	176	3.06069	36
0	222	16	109	3.57782	13
0	222	32	86	2	4
0	222	64	78	-0	1
0	223	1	312	0.332502	251
0	223	2	242	0.823403	156
0	223	4	207	1.72589	78
0	223	8	171	2.95334	36
0	223	16	106	3.28064	13
0	223	32	86	2	4
0	223	64	78	-0	1
0	224	1	306	0.334422	253
0	224	2	241	0.830461	156
0	224	4	199	1.7057	79
0	224	8	174	2.9646	35
0	224	16	108	3.57782	13
0	224	32	86	2	4
0	224	64	77	-0	1
0	225	1	308	0.347695	267
0	225	2	248	0.856869	160
0	225	4	211	1.78253	81
0	225	8	176	3.00585	36
0	225	16	106	3.28064	13
0	225	32	86	2	4
0	225	64	79	-0	1
0	226	1	312	0.367089	288
0	226	2	245	0.895484	169
0	226	4	207	1.7893	80
0	226	8	179	3.06249	35
0	226	16	108	3.45282	13
0	226	32	85	2	4
0	226	64	79	-0	1
0	227	1	313	0.361609	282
0	227	2	249	0.895077	172
0	227	4	210	1.83026	83
0	227	8	179	3.06422	36
0	227	16	106	3.45282	13
0	227	32	85	2	4
0	227	64	79	-0	1
0	228	1	314	0.351435	271
0	228	2	243	0.871515	167
0	228	4	210	1.7883	82
0	228	8	178	2.963	34
0	228	16	107	3.32782	13
0	228	32	86	2	4
0	228	64	79	-0	1
0	229	1	315	0.348632	268
0	229	2	247	0.867391	165
0	229	4	205	1.76009	81
0	229	8	179	3.05225	35
0	229	16	107	3.40564	13
0	229	32	86	2	4
0	229	64	79	-0	1
0	230	1	308	0.353297	273
0	230	2	247	0.865373	160
0	230	4	211	1.74629	77
0	230	8	177	2.924	33
0	230	16	109	3.375	12
0	230	32	86	2	4
0	230	64	79	-0	1
0	231	1	304	0.343931	263
0	231	2	242	0.854796	163
0	231	4	211	1.73756	78
0	231	8	172	2.91037	34
0	231	16	104	3.125	12
0	231	32	86	2	4
0	231	64	79	-0	1
0	232	1	312	0.343931	263
0	232	2	240	0.851869	162
0	232	4	200	1.75646	79
0	232	8	174	2.92827	34
0	232	16	107	3.57782	13
0	232	32	86	2	4
0	232	64	79	-0	1
0	233	1	302	0.327677	246
0	233	2	241	0.830088	162
0	233	4	201	1.72862	80
0	233	8	170	2.89444	35
0	233	16	105	3.57782	13
0	233	32	86	2	4
0	233	64	78	-0	1
0	234	1	306	0.33729	256
0	234	2	242	0.83649	157
0	234	4	204	1.72663	78
0	234	8	178	3.00256	34
0	234	16	107	3.375	12
0	234	32	86	2	4
0	234	64	77	-0	1
0	235	1	302	0.336336	255
0	235	2	242	0.820332	156
0	235	4	209	1.77783	82
0	235	8	177	3.03824	35
0	235	16	106	3.20282	12
0	235	32	86	2	4
0	235	64	77	-0	1
0	236	1	308	0.328645	247
0	236	2	242	0.822589	154
0	236	4	195	1.70042	80
0	236	8	172	2.95186	34
0	236	16	107	3.375	12
0	236	32	86	2	4
0	236	64	78	-0	1
0	237	1	310	0.338243	257
0	237	2	242	0.84012	155
0	237	4	203	1.71065	77
0	237	8	171	2.9005	34
0	237	16	107	3.375	12
0	237	32	86	2	4
0	237	64	78	-0	1
0	238	1	314	0.33729	256
0	238	2	238	0.840665	159
0	238	4	202	1.6968	77
0	238	8	172	2.82103	33
0	238	16	105	3.375	12
0	238	32	86	1.5	4
0	238	64	77	-0	1
0	239	1	309	0.329612	248
0	239	2	243	0.825211	158
0	239	4	205	1.69812	77
0	239	8	172	2.84435	34
0	239	16	107	3	12
0	239	32	86	1.5	4
0	239	64	78	-0	1
0	240	1	308	0.347695	267
0	240	2	250	0.856853	159
0	240	4	205	1.7657	80
0	240	8	180	3.11906	36
0	240	16	107	3.375	12
0	240	32	86	2	4
0	240	64	79	-0	1
0	241	1	314	0.342041	261
0	241	2	249	0.853602	165
0	241	4	204	1.78238	86
0	241	8	177	3.10724	37
0	241	16	107	3.20282	12
0	241	32	85	2	4
0	241	64	79	-0	1
0	242	1	311	0.350502	270
0	242	2	243	0.874087	171
0	242	4	207	1.81962	86
0	242	8	176	3.0611	36
0	242	16	105	3.375	12
0	242	32	85	2	4
0	242	64	79	-0	1
0	243	1	320	0.344874	264
0	243	2	253	0.876047	169
0	243	4	205	1.78801	84
0	243	8	179	2.98209	35
0	243	16	106	3.20282	12
0	243	32	86	2	4
0	243	64	79	-0	1
0	244	1	322	0.370716	292
0	244	2	256	0.917631	174
0	244	4	209	1.82845	82
0	244	8	184	3.05584	34
0	244	16	106	3.5	12
0	244	32	85	2	4
0	244	64	79	-0	1
0	245	1	323	0.349568	269
0	245	2	249	0.873364	170
0	245	4	205	1.80026	84
0	245	8	169	2.9746	36
0	245	16	108	3.20282	12
0	245	32	85	2	4
0	245	64	79	-0	1
0	246	1	317	0.35608	276
0	246	2	246	0.879692	165
0	246	4	209	1.75083	79
0	246	8	178	2.97701	34
0	246	16	108	3.375	12
0	246	32	86	2	4
0	246	64	79	-0	1
0	247	1	314	0.349568	269
0	247	2	247	0.864924	167
0	247	4	206	1.70649	77
0	247	8	174	2.92312	35
0	247	16	108	3.375	12
0	247	32	85	1.5	4
0	247	64	79	-0	1
0	248	1	329	0.370716	292
0	248	2	254	0.929118	179
0	248	4	215	1.81084	80
0	248	8	176	3.00921	35
0	248	16	106	3.57782	13
0	248	32	85	2	4
0	248	64	79	-0	1
0	249	1	325	0.368905	290
0	249	2	249	0.913594	174
0	249	4	215	1.81857	82
0	249	8	178	3.05434	36
0	249	16	106	3.57782	13
0	249	32	85	2	4
0	249	64	79	-0	1
0	250	1	319	0.352367	272
0	250	2	247	0.879549	169
0	250	4	201	1.74685	80
0	250	8	176	3.00921	35
0	250	16	105	3.45282	13
0	250	32	84	2	4
0	250	64	79	-0	1
0	251	1	326	0.369811	291
0	251	2	258	0.913998	172
0	251	4	211	1.84963	86
0	251	8	182	3.12976	38
0	251	16	105	3.75	14
0	251	32	85	2	4
0	251	64	79	-0	1
0	252	1	328	0.357005	277
0	252	2	250	0.891872	175
0	252	4	205	1.80429	84
0	252	8	179	3.13733	37
0	252	16	107	3.75	14
0	252	32	86	2	4
0	252	64	79	-0	1
0	253	1	326	0.369811	291
0	253	2	252	0.907742	172
0	253	4	214	1.80358	81
0	253	8	168	2.86906	36
0	253	16	105	3.57782	13
0	253	32	86	2	4
0	253	64	79	-0	1
0	254	1	324	0.362525	283
0	254	2	255	0.897348	171
0	254	4	206	1.79733	83
0	254	8	174	3.03077	37
0	254	16	107	3.57782	13
0	254	32	86	2	4
0	254	64	79	-0	1
0	255	1	333	0.377013	299
0	255	2	257	0.923871	179
0	255	4	216	1.91097	89
0	255	8	176	3.13132	38
0	255	16	106	3.57782	13
0	255	32	85	2	4
0	255	64	79	-0	1
0	256	1	329	0.366179	287
0	256	2	260	0.917938	179
0	256	4	207	1.86961	87
0	256	8	178	3.10461	38
0	256	16	105	3.45282	13
0	256	32	85	2	4
0	256	64	79	-0	1
0	257	1	330	0.381474	304
0	257	2	265	0.947328	184
0	257	4	213	1.91198	90
0	257	8	179	3.21311	39
0	257	16	108	3.57782	13
0	257	32	85	2	4
0	257	64	79	-0	1
0	258	1	322	0.367089	288
0	258	2	260	0.901021	174
0	258	4	204	1.87807	90
0	258	8	173	3.05546	38
0	258	16	107	3.57782	13
0	258	32	85	2	4
0	258	64	79	-0	1
0	259	1	331	0.371619	293
0	259	2	261	0.922708	182
0	259	4	207	1.89864	91
0	259	8	182	3.2559	39
0	259	16	107	3.70282	13
0	259	32	86	2	4
0	259	64	79	-0	1
0	260	1	340	0.374322	296
0	260	2	258	0.94217	187
0	260	4	210	1.91701	91
0	260	8	176	3.20328	39
0	260	16	106	3.57782	13
0	260	32	86	2	4
0	260	64	79	-0	1
0	261	1	342	0.385902	309
0	261	2	263	0.944287	189
0	261	4	209	1.95031	94
0	261	8	179	3.24878	40
0	261	16	109	3.57782	13
0	261	32	85	2	4
0	261	64	79	-0	1
0	262	1	345	0.391176	315
0	262	2	262	0.961806	189
0	262	4	212	1.95097	92
0	262	8	186	3.29235	39
0	262	16	109	3.57782	13
0	262	32	85	2	4
0	262	64	79	-0	1
0	263	1	341	0.389423	313
0	263	2	265	0.975385	194
0	263	4	203	1.92838	95
0	263	8	183	3.25656	39
0	263	16	108	3.70282	13
0	263	32	86	2	4
0	263	64	79	-0	1
0	264	1	350	0.409296	336
0	264	2	266	1.00968	200
0	264	4	213	1.99605	94
0	264	8	184	3.34354	40
0	264	16	108	3.20282	13
0	264	32	86	2	4
0	264	64	79	-0	1
0	265	1	352	0.397274	322
0	265	2	265	0.975312	198
0	265	4	211	1.9831	96
0	265	8	178	3.30398	41
0	265	16	106	3.70282	13
0	265	32	86	2	4
0	265	64	79	-0	1
0	266	1	359	0.433497	365
0	266	2	270	1.05549	210
0	266	4	228	2.03841	95
0	266	8	187	3.40916	40
0	266	16	110	3.57782	13
0	266	32	87	2	4
0	266	64	79	-0	1
0	267	1	359	0.407593	334
0	267	2	275	1.02866	214
0	267	4	219	2.05587	101
0	267	8	180	3.39318	42
0	267	16	108	3.57782	13
0	267	32	86	2	4
0	267	64	79	-0	1
0	268	1	358	0.420259	349
0	268	2	275	1.04372	211
0	268	4	214	2.06227	100
0	268	8	191	3.45675	40
0	268	16	107	3.57782	13
0	268	32	86	2	4
0	268	64	79	-0	1
0	269	1	360	0.416065	344
0	269	2	273	1.03466	211
0	269	4	220	2.10374	104
0	269	8	184	3.42132	41
0	269	16	106	3.45282	13
0	269	32	86	2	4
0	269	64	79	-0	1
0	270	1	364	0.423595	353
0	270	2	271	1.04598	213
0	270	4	225	2.09974	101
0	270	8	183	3.29919	40
0	270	16	110	3.70282	13
0	270	32	85	2	4
0	270	64	79	-0	1
0	271	1	364	0.421095	350
0	271	2	278	1.03912	212
0	271	4	219	2.10537	102
0	271	8	181	3.3256	41
0	271	16	108	3.57782	13
0	271	32	85	2	4
0	271	64	79	-0	1
0	272	1	358	0.421095	350
0	272	2	272	1.03189	207
0	272	4	216	2.09521	103
0	272	8	187	3.48341	41
0	272	16	110	3.75	14
0	272	32	85	2	4
0	272	64	79	-0	1
0	273	1	349	0.421095	350
0	273	2	278	1.04329	208
0	273	4	221	2.13783	104
0	273	8	182	3.30357	41
0	273	16	109	3.625	14
0	273	32	87	2	4
0	273	64	79	-0	1
0	274	1	360	0.417746	346
0	274	2	270	1.03509	208
0	274	4	213	2.08469	101
0	274	8	186	3.37414	40
0	274	16	109	3.75	14
0	274	32	86	2	4
0	274	64	79	-0	1
0	275	1	358	0.421929	351
0	275	2	276	1.04993	214
0	275	4	214	2.12133	104
0	275	8	191	3.49419	42
0	275	16	111	3.625	14
0	275	32	86	2	4
0	275	64	79	-0	1
0	276	1	361	0.418585	347
0	276	2	271	1.02334	209
0	276	4	216	2.07603	103
0	276	8	178	3.22465	39
0	276	16	109	3.5	14
0	276	32	86	2	4
0	276	64	79	-0	1
0	277	1	349	0.409296	336
0	277	2	270	0.99853	197
0	277	4	211	2.06516	100
0	277	8	180	3.28608	41
0	277	16	110	3.32782	14
0	277	32	85	2	4
0	277	64	79	-0	1
0	278	1	348	0.39814	323
0	278	2	267	0.998937	203
0	278	4	213	2.02742	100
0	278	8	178	3.27646	41
0	278	16	107	3.75	14
0	278	32	86	2	4
0	278	64	79	-0	1
0	279	1	332	0.381474	304
0	279	2	263	0.940782	183
0	279	4	209	1.95593	97
0	279	8	178	3.2932	41
0	279	16	107	3.75	14
0	279	32	86	2	4
