replicate	generation	Ktl	Kce	Kbr	Htl	Hce	Hbr	Dtl	Dce	Dbr
0	475	92	97	107	-0	0.200622	0.835116	0	0.03125	0.265625
0	476	92	98	105	-0	0.272971	0.857148	0	0.046875	0.28125
0	477	92	99	105	-0	0.272971	0.835116	0	0.046875	0.265625
0	478	92	99	105	-0	0.200622	0.896038	0	0.03125	0.3125
0	479	92	97	106	-0	0.272971	0.896038	0	0.046875	0.3125
0	480	92	99	107	-0	0.33729	0.857148	0	0.0625	0.28125
0	481	92	98	108	-0	0.33729	0.857148	0	0.0625	0.28125
0	482	92	101	106	-0	0.395538	0.965202	0	0.078125	0.390625
0	483	92	100	104	-0	0.543564	0.728134	0	0.125	0.203125
0	484	92	101	102	-0	0.543564	0.585873	0	0.125	0.140625
0	485	92	103	105	-0	0.498028	0.498028	0	0.109375	0.109375
0	486	92	103	101	-0	0.585873	0.498028	0	0.140625	0.109375
0	487	92	103	104	-0	0.696212	0.625262	0	0.1875	0.15625
0	488	92	103	103	-0	0.543564	0.543564	0	0.125	0.125
0	489	92	102	102	-0	0.448864	0.696212	0	0.09375	0.1875
0	490	92	99	103	-0	0.448864	0.661976	0	0.09375	0.171875
0	491	92	101	104	-0	0.448864	0.625262	0	0.09375	0.15625
0	492	92	100	104	-0	0.625262	0.78556	0	0.15625	0.234375
0	493	92	102	104	-0	0.395538	0.585873	0	0.078125	0.140625
0	494	92	98	105	-0	0.272971	0.757878	0	0.046875	0.21875
0	495	92	98	105	-0	0.33729	0.728134	0	0.0625	0.203125
0	496	92	98	106	-0	0.33729	0.857148	0	0.0625	0.28125
0	497	92	98	104	-0	0.33729	0.757878	0	0.0625	0.21875
0	498	92	98	105	-0	0.33729	0.857148	0	0.0625	0.28125
0	499	92	98	105	-0	0.33729	0.78556	0	0.0625	0.234375
0	500	92	98	105	-0	0.33729	0.857148	0	0.0625	0.28125
